100
4950 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11 -10 9 -8 7 -6 5 -4 3 -2 1
99 5048 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12 -11 10 -9 8 -7 6 -5 4 -3 2
98 -99 5144 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11 -10 9 -8 7 -6 5 -4 3
97 -98 99 5238 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12 -11 10 -9 8 -7 6 -5 4
96 -97 98 -99 5330 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11 -10 9 -8 7 -6 5
95 -96 97 -98 99 5420 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12 -11 10 -9 8 -7 6
94 -95 96 -97 98 -99 5508 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11 -10 9 -8 7
93 -94 95 -96 97 -98 99 5594 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12 -11 10 -9 8
92 -93 94 -95 96 -97 98 -99 5678 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11 -10 9
91 -92 93 -94 95 -96 97 -98 99 5760 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12 -11 10
90 -91 92 -93 94 -95 96 -97 98 -99 5840 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13 -12 11
89 -90 91 -92 93 -94 95 -96 97 -98 99 5918 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14 -13 12
88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 5994 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15 -14 13
87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6068 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16 -15 14
86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6140 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17 -16 15
85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6210 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18 -17 16
84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6278 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19 -18 17
83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6344 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20 -19 18
82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6408 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21 -20 19
81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6470 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22 -21 20
80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6530 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23 -22 21
79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6588 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24 -23 22
78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6644 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25 -24 23
77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6698 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26 -25 24
76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6750 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27 -26 25
75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6800 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28 -27 26
74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6848 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29 -28 27
73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6894 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30 -29 28
72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 6938 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31 -30 29
71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 6980 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32 -31 30
70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7020 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33 -32 31
69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7058 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34 -33 32
68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7094 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35 -34 33
67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7128 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36 -35 34
66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7160 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37 -36 35
65 -66 67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7190 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38 -37 36
64 -65 66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7218 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39 -38 37
63 -64 65 -66 67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7244 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40 -39 38
62 -63 64 -65 66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7268 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41 -40 39
61 -62 63 -64 65 -66 67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7290 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42 -41 40
60 -61 62 -63 64 -65 66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7310 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43 -42 41
59 -60 61 -62 63 -64 65 -66 67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7328 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44 -43 42
58 -59 60 -61 62 -63 64 -65 66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7344 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45 -44 43
57 -58 59 -60 61 -62 63 -64 65 -66 67 -68 69 -70 71 -72 73 -74 75 -76 77 -78 79 -80 81 -82 83 -84 85 -86 87 -88 89 -90 91 -92 93 -94 95 -96 97 -98 99 7358 -99 98 -97 96 -95 94 -93 92 -91 90 -89 88 -87 86 -85 84 -83 82 -81 80 -79 78 -77 76 -75 74 -73 72 -71 70 -69 68 -67 66 -65 64 -63 62 -61 60 -59 58 -57 56 -55 54 -53 52 -51 50 -49 48 -47 46 -45 44
56 -57 58 -59 60 -61 62 -63 64 -65 66 -67 68 -69 70 -71 72 -73 74 -75 76 -77 78 -79 80 -81 82 -83 84 -85 86 -87 88 -89 90 -91 92 -93 94 -95 96 -97 98 -99 7370 99 -98 97 -96 95 -94 93 -92 91 -90 89 -88 87 -86 85 -84 83 -82 81 -80 79 -78 77 -76 75 -74 73 -72 71 -70 69 -68 67 -66 65 -64 63 -62 61 -60 59 -58 57 -56 55 -54 53 -52 51 -50 49 -48 47 -46 45
